Local: ,2025-05-08 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1746655200000.0
Timestamp,Seq No.,ECG data
1746694876990.437,57,39130
1746694876991.438,57,39110
1746694876992.4368,57,39102
1746694876993.438,58,39099
1746694876994.437,58,39087
1746694876995.438,58,39078
1746694876996.437,58,39065
1746694876997.438,58,39049
1746694876998.437,58,39029
1746694876999.438,58,39011
1746694877000.313,58,38991
1746694877001.312,58,38973
1746694877002.313,58,38957
1746694877003.312,58,38931
1746694877004.313,59,38911
1746694877005.312,59,38893
1746694877006.313,59,38867
1746694877007.312,59,38843
1746694877008.313,59,38821
1746694877009.312,59,38799
1746694877010.313,59,38778
1746694877011.312,59,38764
1746694877012.313,59,38746
1746694877013.312,59,38725
1746694877014.313,59,38712
1746694877015.312,60,38701
1746694877016.25,60,38689
1746694877017.25,60,38675
1746694877018.25,60,38665
1746694877019.25,60,38654
1746694877020.25,60,38640
1746694877021.25,60,38631
1746694877022.25,60,38626
1746694877023.25,60,38621
1746694877024.25,60,38613
1746694877025.25,60,38598
1746694877026.25,61,38587
1746694877027.25,61,38563
1746694877028.25,61,38545
1746694877029.25,61,38523
1746694877030.25,61,38498
1746694877031.25,61,38480
1746694877032.094,61,38462
1746694877033.094,61,38442
1746694877034.094,61,38424
1746694877035.094,61,38407
1746694877036.094,61,38394
1746694877037.0942,62,38381
1746694877038.094,62,38369
1746694877039.094,62,38353
1746694877040.094,62,38346
1746694877041.094,62,38330
1746694877042.094,62,38319
1746694877043.094,62,38300
1746694877044.094,62,38289
1746694877045.094,62,38273
1746694877046.094,62,38258
1746694877047.094,62,38242
1746694877048.031,63,38223
1746694877049.031,63,38209
1746694877050.031,63,38195
1746694877051.031,63,38181
1746694877052.031,63,38175
1746694877053.031,63,38168
1746694877054.031,63,38161
1746694877055.031,63,38149
1746694877056.031,63,38137
1746694877057.031,63,38122
1746694877058.031,63,38103
1746694877059.031,64,38089
1746694877060.031,64,38085
1746694877061.031,64,38078
1746694877062.031,64,38066
1746694877063.031,64,38051
1746694877063.938,64,38041
1746694877064.937,64,38023
1746694877065.938,64,38004
1746694877066.937,64,37983
1746694877067.938,64,37963
1746694877068.938,64,37943
1746694877069.937,65,37920
1746694877070.938,65,37908
1746694877071.937,65,37888
1746694877072.938,65,37877
1746694877073.937,65,37864
1746694877074.938,65,37852
1746694877075.937,65,37846
1746694877076.938,65,37839
1746694877077.9368,65,37829
1746694877078.938,65,37822
1746694877079.813,65,37814
1746694877080.812,66,37814
1746694877081.813,66,37819
1746694877082.812,66,37827
1746694877083.813,66,37839
1746694877084.812,66,37841
1746694877085.813,66,37825
1746694877086.812,66,37815
1746694877087.813,66,37801
1746694877088.812,66,37783
1746694877089.813,66,37767
1746694877090.812,66,37749
1746694877091.813,67,37739
1746694877092.812,67,37727
1746694877093.813,67,37721
1746694877094.812,67,37712
1746694877095.687,67,37711
1746694877096.688,67,37707
1746694877097.687,67,37708
1746694877098.688,67,37697
1746694877099.687,67,37696
1746694877100.688,67,37687
1746694877101.687,67,37684
1746694877102.688,68,37681
1746694877103.687,68,37677
1746694877104.688,68,37667
1746694877105.687,68,37669
1746694877106.688,68,37662
1746694877107.687,68,37659
1746694877108.687,68,37655
1746694877109.688,68,37648
1746694877110.687,68,37649
1746694877111.625,68,37649
1746694877112.625,68,37643
1746694877113.625,69,37647
1746694877114.625,69,37649
1746694877115.625,69,37649
1746694877116.625,69,37650
1746694877117.625,69,37651
1746694877118.625,69,37652
1746694877119.625,69,37657
1746694877120.625,69,37664
1746694877121.625,69,37659
1746694877122.625,69,37655
1746694877123.625,69,37643
1746694877124.625,70,37630
1746694877125.625,70,37628
1746694877126.625,70,37625
1746694877127.5,70,37624
1746694877128.5,70,37616
1746694877129.5,70,37610
1746694877130.5,70,37596
1746694877131.5,70,37582
1746694877132.5,70,37563
1746694877133.5,70,37545
1746694877134.5,70,37533
1746694877135.5,71,37512
1746694877136.5,71,37487
1746694877137.5,71,37464
1746694877138.5,71,37441
1746694877139.5,71,37414
1746694877140.5,71,37384
1746694877141.5,71,37355
1746694877142.5,71,37329
1746694877143.406,71,37302
1746694877144.406,71,37285
1746694877145.406,71,37273
1746694877146.406,72,37264
1746694877147.406,72,37256
1746694877148.406,72,37246
1746694877149.406,72,37243
1746694877150.4058,72,37243
1746694877151.406,72,37231
1746694877152.406,72,37210
1746694877153.406,72,37198
1746694877154.406,72,37185
1746694877155.406,72,37159
1746694877156.406,72,37130
1746694877157.406,73,37091
1746694877158.406,73,37057
1746694877159.281,73,37025
