Local: ,2025-06-12 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1749679200000.0
Timestamp,Seq No.,ECG data
1749724949742.781,36,59990
1749724949743.656,36,59972
1749724949744.656,36,59974
1749724949745.656,37,59969
1749724949746.656,37,59975
1749724949747.656,37,59964
1749724949748.656,37,59985
1749724949749.656,37,59970
1749724949750.656,37,59975
1749724949751.656,37,59968
1749724949752.656,37,59979
1749724949753.656,37,59980
1749724949754.656,37,59987
1749724949755.656,37,59990
1749724949756.656,38,59973
1749724949757.656,38,59969
1749724949758.656,38,59984
1749724949759.594,38,59977
1749724949760.594,38,59977
1749724949761.594,38,59990
1749724949762.594,38,59984
1749724949763.594,38,59974
1749724949764.594,38,59981
1749724949765.594,38,59978
1749724949766.594,38,59978
1749724949767.594,39,59969
1749724949768.594,39,59991
1749724949769.594,39,59973
1749724949770.594,39,59975
1749724949771.594,39,59973
1749724949772.594,39,59977
1749724949773.594,39,59968
1749724949774.594,39,59980
1749724949775.469,39,59980
1749724949776.469,39,59986
1749724949777.469,39,59964
1749724949778.469,40,59972
1749724949779.469,40,59974
1749724949780.469,40,59982
1749724949781.469,40,59974
1749724949782.469,40,59963
1749724949783.469,40,59975
1749724949784.469,40,59978
1749724949785.469,40,59966
1749724949786.469,40,59987
1749724949787.469,40,59986
1749724949788.469,40,59980
1749724949789.469,41,59972
1749724949790.469,41,59970
1749724949791.344,41,59977
1749724949792.344,41,59955
1749724949793.344,41,59967
1749724949794.344,41,59972
1749724949795.344,41,59972
1749724949796.344,41,59995
1749724949797.344,41,59974
1749724949798.344,41,59975
1749724949799.344,41,59984
1749724949800.344,42,59975
1749724949801.344,42,59976
1749724949802.344,42,59976
1749724949803.344,42,59978
1749724949804.344,42,59970
1749724949805.344,42,59966
1749724949806.344,42,59987
1749724949807.25,42,59972
1749724949808.25,42,59994
1749724949809.25,42,59972
1749724949810.25,42,59974
1749724949811.25,43,59976
1749724949812.25,43,59983
1749724949813.25,43,59970
1749724949814.25,43,59981
1749724949815.25,43,59986
1749724949816.25,43,59975
1749724949817.25,43,59967
1749724949818.25,43,59982
1749724949819.25,43,59974
1749724949820.25,43,59983
1749724949821.25,43,59974
1749724949822.25,44,59980
1749724949823.125,44,59985
1749724949824.125,44,59977
1749724949825.125,44,59986
1749724949826.125,44,59980
1749724949827.125,44,59980
1749724949828.125,44,59973
1749724949829.125,44,59972
1749724949830.125,44,59977
1749724949831.125,44,59980
1749724949832.125,44,59975
1749724949833.125,45,59993
