Biopac.acq
Graph Created on: 2025-06-12 11:39:41.009
Recording on: 2025-06-12 12:42:40.750
1 msec/sample
2 channels
PPG, X, PPGED-R
Volts
ECG, X, RSPEC-R
mV
min	CH1	CH9	
	546616 samples	546616 samples	
2.0721	2.27509	0.0488281	
2.07212	2.27509	0.0727844	
2.07213	2.27478	0.0527954	
2.07215	2.27478	0.00808716	
2.07217	2.276	-0.0236511	
2.07218	2.2757	-0.0314331	
2.0722	2.27448	-0.0201416	
2.07222	2.27478	-0.0253296	
2.07223	2.27539	-0.0326538	
2.07225	2.27539	-0.0146484	
2.07227	2.27478	0.00839233	
2.07228	2.27539	0.0115967	
2.0723	2.2757	0.00106812	
2.07232	2.27509	-0.0163269	
2.07233	2.2757	0.0123596	
2.07235	2.27478	0.0689697	
2.07237	2.27539	0.0967407	
2.07238	2.27539	0.119019	
2.0724	2.27509	0.12558	
2.07242	2.27539	0.119171	
2.07243	2.27509	0.159149	
2.07245	2.27478	0.181274	
2.07247	2.27448	0.156097	
2.07248	2.27386	0.121155	
2.0725	2.27478	0.102997	
2.07252	2.2757	0.085907	
2.07253	2.27539	0.0512695	
2.07255	2.27478	0.00976563	
2.07257	2.27478	-0.0202942	
2.07258	2.27478	-0.0378418	
2.0726	2.27478	-0.059967	
2.07262	2.27448	-0.0733948	
2.07263	2.27478	-0.0646973	
2.07265	2.27509	-0.0561523	
2.07267	2.27448	-0.0582886	
2.07268	2.27448	-0.0531006	
2.0727	2.27386	-0.0393677	
2.07272	2.27478	-0.0318909	
2.07273	2.27448	-0.0349426	
2.07275	2.27417	-0.0375366	
2.07277	2.27448	-0.00900269	
2.07278	2.27478	0.0102234	
2.0728	2.27478	0.0125122	
2.07282	2.27478	0.019989	
2.07283	2.27448	0.0311279	
2.07285	2.27448	0.0286865	
2.07287	2.27478	0.00930786	
2.07288	2.27539	-0.00457764	
2.0729	2.27356	-0.0166321	
2.07292	2.27448	-0.0325012	
2.07293	2.27478	-0.0422668	
2.07295	2.27448	-0.043335	
2.07297	2.27478	-0.0415039	
2.07298	2.27417	-0.0354004	
2.073	2.27448	-0.0299072	
2.07302	2.27386	-0.0234985	
2.07303	2.27478	-0.00976563	
2.07305	2.27417	-0.00411987	
2.07307	2.27417	-0.00656128	
2.07308	2.27417	-0.00549316	
2.0731	2.27448	-0.00656128	
2.07312	2.27417	-0.00518799	
2.07313	2.27417	0.00167847	
2.07315	2.27356	0.0282288	
2.07317	2.27448	0.0593567	
2.07318	2.27448	0.0570679	
2.0732	2.27448	0.0411987	
2.07322	2.27356	0.0408936	
2.07323	2.27386	0.0440979	
2.07325	2.27386	0.0639343	
2.07327	2.27417	0.0724792	
2.07328	2.27478	0.0772095	
2.0733	2.27417	0.0709534	
2.07332	2.27417	0.0596619	
2.07333	2.27325	0.0465393	
2.07335	2.27448	0.0520325	
2.07337	2.27386	0.0593567	
2.07338	2.27386	0.0646973	
2.0734	2.27417	0.0717163	
2.07342	2.27417	0.0863647	
2.07343	2.27478	0.100403	
2.07345	2.27417	0.121918	
2.07347	2.27417	0.137634	
2.07348	2.27386	0.142822	
2.0735	2.27448	0.14389	
2.07352	2.27417	0.157928	
2.07353	2.27448	0.180969	
2.07355	2.27386	0.20401	
2.07357	2.27386	0.225525	
2.07358	2.27417	0.262299	
2.0736	2.27417	0.297241	
2.07362	2.27386	0.302582	
2.07363	2.27448	0.405426	
2.07365	2.27417	0.426331	
2.07367	2.27386	0.388184	
2.07368	2.27417	0.392761	
2.0737	2.27386	0.379028	
2.07372	2.27417	0.362091	
2.07373	2.27386	0.357361	
2.07375	2.27386	0.40863	
2.07377	2.27417	0.471191	
2.07378	2.27356	0.511932	
2.0738	2.27356	0.4599	
2.07382	2.27386	0.363617	
2.07383	2.27325	0.292358	
2.07385	2.27417	0.252533	
2.07387	2.27295	0.229645	
2.07388	2.27356	0.20874	
2.0739	2.27325	0.189972	
2.07392	2.27356	0.178986	
2.07393	2.27325	0.175934	
2.07395	2.27356	0.187378	
2.07397	2.27417	0.189514	
2.07398	2.27356	0.183105	
2.074	2.27356	0.184631	
2.07402	2.27325	0.195465	
2.07403	2.27386	0.203094	
2.07405	2.27417	0.198059	
2.07407	2.27356	0.180969	
2.07408	2.27325	0.155487	
2.0741	2.27295	0.137634	
2.07412	2.27295	0.128937	
2.07413	2.27295	0.125122	
2.07415	2.27325	0.121765	
2.07417	2.27356	0.118103	
2.07418	2.27295	0.11322	
2.0742	2.27295	0.111389	
2.07422	2.27295	0.110321	
2.07423	2.27356	0.111542	
2.07425	2.27295	0.113678	
2.07427	2.27325	0.122681	
2.07428	2.27386	0.153046	
2.0743	2.27356	0.173645	
2.07432	2.27356	0.177002	
2.07433	2.27417	0.170898	
2.07435	2.27356	0.155792	
2.07437	2.27356	0.129089	
2.07438	2.27356	0.0967407	
2.0744	2.27325	0.0645447	
2.07442	2.27325	0.0395203	
2.07443	2.27356	0.025177	
2.07445	2.27356	0.0154114	
2.07447	2.27386	-0.000305176	
2.07448	2.27325	-0.0164795	
2.0745	2.27356	-0.0286865	
2.07452	2.27295	-0.0296021	
2.07453	2.27264	-0.0213623	
2.07455	2.27356	-0.0131226	
2.07457	2.27325	-0.00930786	
2.07458	2.27356	-0.00839233	
2.0746	2.27295	-0.00518799	
2.07462	2.27325	0.00137329	
2.07463	2.27295	0.0109863	
2.07465	2.27264	0.0253296	
2.07467	2.27356	0.0367737	
2.07468	2.27295	0.0575256	
2.0747	2.27264	0.0796509	
2.07472	2.27356	0.0982666	
2.07473	2.27356	0.124054	
2.07475	2.27325	0.151062	
2.07477	2.27295	0.185089	
2.07478	2.27325	0.236359	
2.0748	2.26837	0.273895	
2.07482	2.22992	0.297241	
2.07483	2.20795	0.318451	
2.07485	2.18781	0.344543	
2.07487	2.16858	0.377197	
2.07488	2.14752	0.403748	
2.0749	2.12799	0.418854	
2.07492	2.10785	0.428619	
2.07493	2.0874	0.446777	
2.07495	2.06726	0.466309	
2.07497	2.04834	0.481873	
2.07498	2.02759	0.492859	
2.075	2.00653	0.49408	
2.07502	1.987	0.484467	
2.07503	1.96716	0.469055	
2.07505	1.94519	0.452423	
2.07507	1.92596	0.427399	
2.07508	1.90399	0.39444	
2.0751	1.88385	0.359802	
2.07512	1.86432	0.331421	
2.07513	1.84509	0.308533	
2.07515	1.82434	0.282898	
2.07517	1.80298	0.248871	
2.07518	1.78406	0.214081	
2.0752	1.76117	0.177612	
2.07522	1.74164	0.14267	
2.07523	1.72119	0.118256	
2.07525	1.70105	0.101776	
2.07527	1.68091	0.100555	
2.07528	1.66077	0.100708	
2.0753	1.64154	0.100708	
2.07532	1.6217	0.100708	
2.07533	1.60248	0.100861	
2.07535	1.58264	0.100861	
2.07537	1.56281	0.100708	
2.07538	1.54297	0.100708	
2.0754	1.52374	0.100555	
2.07542	1.50635	0.101166	
2.07543	1.48743	0.0112915	
2.07545	1.47034	-0.0367737	
2.07547	1.4505	-0.0375366	
2.07548	1.43341	-0.0469971	
2.0755	1.41418	-0.0480652	
2.07552	1.39709	-0.0462341	
2.07553	1.37909	-0.0444031	
2.07555	1.36108	-0.0450134	
2.07557	1.34491	-0.0517273	
2.07558	1.32751	-0.0549316	
2.0756	1.30951	-0.0543213	
2.07562	1.29333	-0.0532532	
2.07563	1.27655	-0.0567627	
2.07565	1.26099	-0.0619507	
2.07567	1.2442	-0.0669861	
2.07568	1.22711	-0.070343	
2.0757	1.21155	-0.0700378	
2.07572	1.19568	-0.0694275	
2.07573	1.18073	-0.0701904	
2.07575	1.16486	-0.0679016	
2.07577	1.15051	-0.0657654	
2.07578	1.13403	-0.0656128	
2.0758	1.11938	-0.0601196	
2.07582	1.10413	-0.0468445	
2.07583	1.091	-0.0415039	
2.07585	1.07666	-0.0389099	
2.07587	1.05927	-0.0283813	
2.07588	1.04523	-0.0158691	
2.0759	1.03241	-0.00305176	
2.07592	1.01807	0.0038147	
2.07593	1.00403	0.0151062	
2.07595	0.98999	0.0273132	
2.07597	0.978088	0.0450134	
2.07598	0.964661	0.0688171	
2.076	0.949402	0.0949097	
2.07602	0.9375	0.130768	
2.07603	0.925293	0.171661	
2.07605	0.911865	0.202484	
2.07607	0.899963	0.21698	
2.07608	0.887451	0.233459	
2.0761	0.875549	0.270386	
2.07612	0.865173	0.300598	
2.07613	0.852051	0.310822	
2.07615	0.84137	0.311127	
2.07617	0.829773	0.31662	
2.07618	0.820618	0.330505	
2.0762	0.809326	0.338593	
2.07622	0.798035	0.345459	
2.07623	0.786438	0.364685	
2.07625	0.776978	0.393372	
2.07627	0.766907	0.413208	
2.07628	0.756226	0.452423	
2.0763	0.746155	0.484619	
2.07632	0.73761	0.494537	
2.07633	0.72876	0.504456	
2.07635	0.718384	0.552673	
2.07637	0.709534	0.610352	
2.07638	0.701294	0.666962	
2.0764	0.693665	0.732422	
2.07642	0.684509	0.836945	
2.07643	0.676575	0.974121	
2.07645	0.667114	1.06598	
2.07647	0.658875	0.990906	
2.07648	0.65094	0.706635	
2.0765	0.644531	0.348969	
2.07652	0.636597	0.144348	
2.07653	0.627747	0.0570679	
2.07655	0.621948	0.0190735	
2.07657	0.614319	0.00259399	
2.07658	0.6073	-0.00701904	
2.0766	0.59967	-0.00778198	
2.07662	0.594177	-0.00534058	
2.07663	0.586853	-0.014801	
2.07665	0.579529	-0.0344849	
2.07667	0.573425	-0.0386047	
2.07668	0.567627	-0.0352478	
2.0767	0.561523	-0.0376892	
2.07672	0.55542	-0.0498962	
2.07673	0.548401	-0.0567627	
2.07675	0.543518	-0.0561523	
2.07677	0.538635	-0.0498962	
2.07678	0.531616	-0.0517273	
2.0768	0.527344	-0.0631714	
2.07682	0.519714	-0.0640869	
2.07683	0.514221	-0.0628662	
2.07685	0.509033	-0.0675964	
2.07687	0.502319	-0.0868225	
2.07688	0.496521	-0.117188	
2.0769	0.492249	-0.141602	
2.07692	0.487061	-0.147095	
2.07693	0.480652	-0.140839	
2.07695	0.474548	-0.133514	
2.07697	0.469971	-0.123596	
2.07698	0.464172	-0.114136	
2.077	0.46051	-0.108948	
2.07702	0.453186	-0.116425	
2.07703	0.449829	-0.126801	
2.07705	0.444336	-0.131073	
2.07707	0.438843	-0.137482	
2.07708	0.433044	-0.137329	
2.0771	0.427856	-0.132751	
2.07712	0.421143	-0.128021	
2.07713	0.415649	-0.125275	
2.07715	0.410461	-0.118713	
2.07717	0.406189	-0.108032	
2.07718	0.401306	-0.102692	
2.0772	0.395813	-0.105591	
2.07722	0.389709	-0.102997	
2.07723	0.384827	-0.096283	
2.07725	0.379333	-0.0914001	
2.07727	0.374451	-0.0820923	
2.07728	0.368042	-0.0679016	
2.0773	0.362549	-0.045929	
2.07732	0.357361	-0.0366211	
2.07733	0.352478	-0.0337219	
2.07735	0.3479	-0.0352478	
2.07737	0.342712	-0.0401306	
2.07738	0.335693	-0.0419617	
2.0774	0.32959	-0.0395203	
2.07742	0.325317	-0.0314331	
2.07743	0.320435	-0.0175476	
2.07745	0.315857	-0.0164795	
2.07747	0.310059	-0.0163269	
2.07748	0.306091	-0.0164795	
2.0775	0.301208	-0.0166321	
2.07752	0.295715	-0.0161743	
2.07753	0.290527	-0.0164795	
2.07755	0.284119	0.075531	
2.07757	0.279541	0.148315	
2.07758	0.273743	0.167847	
2.0776	0.268555	0.189972	
2.07762	0.263977	0.217285	
2.07763	0.257874	0.246429	
2.07765	0.252075	0.264282	
2.07767	0.247192	0.27832	
2.07768	0.242004	0.288239	
2.0777	0.234985	0.302582	
2.07772	0.229492	0.32959	
2.07773	0.224915	0.362854	
2.07775	0.21759	0.398865	
2.07777	0.213318	0.427551	
2.07778	0.205383	0.44754	
2.0778	0.19989	0.469818	
2.07782	0.193787	0.508728	
2.07783	0.188293	0.534363	
2.07785	0.181885	0.543671	
2.07787	0.174866	0.557709	
2.07788	0.168457	0.585938	
2.0779	0.161133	0.619507	
2.07792	0.15625	0.637817	
2.07793	0.149536	0.647125	
2.07795	0.142822	0.657349	
2.07797	0.136719	0.688934	
2.07798	0.13031	0.721436	
2.078	0.124207	0.746155	
2.07802	0.117188	0.778351	
2.07803	0.110779	0.823822	
2.07805	0.10498	0.858917	
2.07807	0.0982666	0.865326	
2.07808	0.0915527	0.85968	
2.0781	0.085144	0.862274	
2.07812	0.0793457	0.879669	
2.07813	0.0720215	0.913391	
2.07815	0.0650024	0.990295	
2.07817	0.0570679	0.997314	
2.07818	0.0509644	0.925446	
2.0782	0.0439453	0.872955	
2.07822	0.0375366	0.863953	
2.07823	0.0320435	0.85968	
2.07825	0.0241089	0.840912	
2.07827	0.0164795	0.812378	
2.07828	0.00946045	0.788116	
2.0783	0.00274658	0.775452	
2.07832	-0.00427246	0.7724	
2.07833	-0.00946045	0.78186	
2.07835	-0.0170898	0.802155	
2.07837	-0.0250244	0.819702	
2.07838	-0.0311279	0.830688	
2.0784	-0.0366211	0.842133	
2.07842	-0.0430298	0.848999	
2.07843	-0.0494385	0.844574	
2.07845	-0.0567627	0.845032	
2.07847	-0.0619507	0.848846	
2.07848	-0.0668335	0.84671	
2.0785	-0.0738525	0.85083	
2.07852	-0.0787354	0.864105	
2.07853	-0.083313	0.882263	
2.07855	-0.0881958	0.889587	
2.07857	-0.0930786	0.909271	
2.07858	-0.0985718	0.934753	
2.0786	-0.101013	0.944214	
2.07862	-0.105286	0.948639	
2.07863	-0.108032	0.949554	
2.07865	-0.111694	0.960999	
2.07867	-0.11261	0.997009	
2.07868	-0.114441	1.03622	
2.0787	-0.114136	1.0704	
2.07872	-0.113525	1.10611	
2.07873	-0.112	1.13556	
2.07875	-0.110474	1.15662	
2.07877	-0.107117	1.17981	
2.07878	-0.102844	1.21399	
2.0788	-0.0979614	1.2616	
2.07882	-0.090332	1.31699	
2.07883	-0.0814819	1.36612	
2.07885	-0.0750732	1.39145	
2.07887	-0.0634766	1.40701	
2.07888	-0.0509644	1.41937	
2.0789	-0.0387573	1.43143	
2.07892	-0.0231934	1.44592	
2.07893	-0.00793457	1.45157	
2.07895	0.0100708	1.43295	
2.07897	0.0286865	1.43219	
2.07898	0.0500488	1.44669	
2.079	0.0723267	1.45203	
2.07902	0.0958252	1.44638	
2.07903	0.12085	1.42151	
2.07905	0.14801	1.38718	
2.07907	0.175781	1.37207	
2.07908	0.205994	1.36322	
2.0791	0.237732	1.35498	
2.07912	0.26886	1.34598	
2.07913	0.304565	1.34094	
2.07915	0.33844	1.36444	
2.07917	0.377502	1.36917	
2.07918	0.415955	1.32156	
2.0792	0.455933	1.25	
2.07922	0.496521	1.21521	
2.07923	0.542297	1.22467	
2.07925	0.584717	1.23672	
2.07927	0.631104	1.24237	
2.07928	0.67749	1.25458	
2.0793	0.725708	1.26083	
2.07932	0.773315	1.24741	
2.07933	0.823364	1.23749	
2.07935	0.874329	1.23871	
2.07937	0.926514	1.22375	
2.07938	0.976868	1.15524	
2.0794	1.03088	1.06476	
2.07942	1.08368	0.98526	
2.07943	1.138	0.946045	
2.07945	1.19232	0.973816	
2.07947	1.24603	1.07437	
2.07948	1.30432	1.16608	
2.0795	1.36047	1.23123	
2.07952	1.41663	1.27518	
2.07953	1.47522	1.23169	
2.07955	1.53198	1.20468	
2.07957	1.58844	1.19431	
2.07958	1.64642	1.13602	
2.0796	1.70502	1.2149	
2.07962	1.763	1.29303	
2.07963	1.82068	1.21811	
2.07965	1.87744	1.13953	
2.07967	1.93573	1.08475	
2.07968	1.9928	0.997772	
2.0797	2.05017	0.85556	
2.07972	2.10632	0.666809	
2.07973	2.16309	0.548096	
2.07975	2.2171	0.595551	
2.07977	2.27325	0.765228	
2.07978	2.2818	0.891571	
2.0798	2.28241	0.918579	
2.07982	2.2818	0.887146	
2.07983	2.28271	0.889587	
2.07985	2.28241	0.92804	
2.07987	2.2821	0.982819	
2.07988	2.28149	1.02127	
2.0799	2.2821	1.04248	
2.07992	2.2821	0.935974	
2.07993	2.28241	0.879517	
2.07995	2.2821	1.01685	
2.07997	2.28119	1.17325	
2.07998	2.28119	1.16974	
2.08	2.2818	1.17371	
2.08002	2.28149	1.25366	
2.08003	2.2821	1.33316	
2.08005	2.28149	1.42456	
2.08007	2.28149	1.46057	
2.08008	2.28119	1.43707	
2.0801	2.28058	1.44409	
2.08012	2.2818	1.52939	
2.08013	2.28058	1.55853	
2.08015	2.28119	1.47614	
2.08017	2.28088	1.36551	
2.08018	2.28119	1.35513	
2.0802	2.28088	1.31943	
2.08022	2.28058	1.28967	
2.08023	2.28058	1.33987	
2.08025	2.28058	1.4299	
2.08027	2.28088	1.50696	
2.08028	2.28119	1.58218	
2.0803	2.28088	1.6069	
2.08032	2.28058	1.57028	
2.08033	2.28058	1.55045	
2.08035	2.28027	1.56662	
2.08037	2.28027	1.60965	
2.08038	2.28058	1.69144	
2.0804	2.27997	1.69739	
2.08042	2.28088	1.6626	
2.08043	2.28027	1.54953	
2.08045	2.28058	1.46759	
2.08047	2.27936	1.38336	
2.08048	2.28027	1.31897	
2.0805	2.27966	1.26862	
2.08052	2.27936	1.25839	
2.08053	2.27936	1.21246	
2.08055	2.28058	1.14624	
2.08057	2.27936	1.10626	
2.08058	2.27966	1.09634	
2.0806	2.28027	0.950775	
2.08062	2.27997	0.839386	
2.08063	2.27936	0.788574	
2.08065	2.27936	0.741882	
2.08067	2.27966	0.692596	
2.08068	2.27997	0.662842	
2.0807	2.27997	0.62027	
2.08072	2.27875	0.563049	
2.08073	2.27997	0.551605	
2.08075	2.27966	0.571289	
2.08077	2.27905	0.566101	
2.08078	2.27936	0.535126	
2.0808	2.27905	0.503235	
2.08082	2.27936	0.4953	
2.08083	2.27905	0.532532	
2.08085	2.27936	0.540924	
2.08087	2.27875	0.495605	
2.08088	2.27936	0.449219	
2.0809	2.27875	0.402069	
2.08092	2.27905	0.357819	
2.08093	2.27905	0.33493	
2.08095	2.27844	0.339813	
2.08097	2.27905	0.336761	
2.08098	2.27875	0.337067	
2.081	2.27875	0.333405	
2.08102	2.27905	0.33493	
2.08103	2.27936	0.314178	
2.08105	2.27814	0.291748	
2.08107	2.27905	0.282898	
2.08108	2.27875	0.271606	
2.0811	2.27875	0.246735	
2.08112	2.27936	0.223236	
2.08113	2.27844	0.213318	
2.08115	2.27875	0.191803	
2.08117	2.27844	0.172729	
2.08118	2.27875	0.165405	
2.0812	2.27844	0.166321	
2.08122	2.27814	0.175323	
2.08123	2.27875	0.167389	
2.08125	2.27814	0.162659	
2.08127	2.27875	0.1651	
2.08128	2.27814	0.176086	
2.0813	2.27783	0.197601	
2.08132	2.27875	0.242462	
2.08133	2.27875	0.281982	
2.08135	2.27844	0.326385	
2.08137	2.27814	0.402222	
2.08138	2.27783	0.530243	
2.0814	2.27875	0.762634	
2.08142	2.27875	1.15784	
2.08143	2.27905	1.52267	
2.08145	2.27814	1.66809	
2.08147	2.27814	1.44257	
2.08148	2.27753	0.839691	
2.0815	2.27844	0.115356	
2.08152	2.27844	-0.471649	
2.08153	2.27844	-0.750427	
2.08155	2.27844	-0.749817	
2.08157	2.27753	-0.569305	
2.08158	2.27783	-0.314636	
2.0816	2.27783	-0.110474	
2.08162	2.27844	-0.0616455	
2.08163	2.27783	-0.0605774	
2.08165	2.27814	-0.0302124	
2.08167	2.27844	0.0350952	
2.08168	2.27753	0.0952148	
2.0817	2.27783	0.0958252	
2.08172	2.27783	0.0386047	
2.08173	2.27783	-0.0495911	
2.08175	2.27722	-0.150299	
2.08177	2.27783	-0.216064	
2.08178	2.27814	-0.253601	
2.0818	2.27692	-0.27298	
2.08182	2.27783	-0.26886	
2.08183	2.27814	-0.259552	
2.08185	2.27692	-0.255737	
2.08187	2.27783	-0.236053	
2.08188	2.27722	-0.213013	
2.0819	2.27722	-0.120087	
2.08192	2.27722	0.0294495	
2.08193	2.27753	0.055542	
2.08195	2.27753	-0.0538635	
2.08197	2.27692	-0.197449	
2.08198	2.27753	-0.330811	
2.082	2.27692	-0.430145	
2.08202	2.27783	-0.404968	
2.08203	2.27783	-0.308685	
2.08205	2.27722	-0.241547	
2.08207	2.27692	-0.192719	
2.08208	2.27722	-0.151978	
2.0821	2.27783	-0.133057	
2.08212	2.27753	-0.149841	
2.08213	2.27692	-0.159149	
2.08215	2.27722	-0.122986	
2.08217	2.27722	-0.0813293	
2.08218	2.27753	-0.0440979	
2.0822	2.27783	-0.039978	
2.08222	2.27661	-0.0921631	
2.08223	2.27753	-0.151672	
2.08225	2.27692	-0.155487	
2.08227	2.27692	-0.124512	
2.08228	2.27692	-0.098877	
2.0823	2.27753	-0.0973511	
2.08232	2.27753	-0.110626	
2.08233	2.27783	-0.119629	
2.08235	2.27722	-0.113831	
2.08237	2.27753	-0.0891113	
2.08238	2.27753	-0.0706482	
2.0824	2.27692	-0.0700378	
2.08242	2.27661	-0.087738	
2.08243	2.27661	-0.117493	
2.08245	2.27692	-0.154877	
2.08247	2.27692	-0.19516	
2.08248	2.27631	-0.254822	
2.0825	2.27661	-0.337067	
2.08252	2.27692	-0.43396	
2.08253	2.27722	-0.513306	
2.08255	2.27661	-0.583801	
2.08257	2.27661	-0.62561	
2.08258	2.27661	-0.634918	
2.0826	2.27722	-0.63797	
2.08262	2.27722	-0.625458	
2.08263	2.27692	-0.596161	
2.08265	2.27722	-0.558014	
2.08267	2.27692	-0.48996	
2.08268	2.27661	-0.431519	
2.0827	2.27631	-0.408936	
2.08272	2.27631	-0.388947	
2.08273	2.27722	-0.368347	
2.08275	2.27661	-0.348358	
2.08277	2.27661	-0.32135	
2.08278	2.27631	-0.295105	
2.0828	2.27661	-0.274963	
2.08282	2.27631	-0.26535	
2.08283	2.27692	-0.26535	
2.08285	2.27692	-0.255585	
2.08287	2.27631	-0.219116	
2.08288	2.27631	-0.174103	
2.0829	2.27631	-0.130615	
2.08292	2.276	-0.0872803	
2.08293	2.27631	-0.0502014	
2.08295	2.27631	-0.0222778	
2.08297	2.27661	0.00396729	
2.08298	2.276	0.0257874	
2.083	2.27631	0.0505066	
2.08302	2.27722	0.1091	
2.08303	2.27631	0.193787	
2.08305	2.27539	0.248871	
2.08307	2.27722	0.292664	
2.08308	2.27539	0.34668	
2.0831	2.27661	0.388641	
2.08312	2.276	0.449677	
2.08313	2.276	0.55481	
2.08315	2.276	0.742493	
2.08317	2.27631	0.954742	
2.08318	2.27661	1.04416	
2.0832	2.27631	0.99472	
2.08322	2.276	0.933533	
2.08323	2.276	0.922546	
2.08325	2.276	0.935516	
2.08327	2.27661	0.940704	
2.08328	2.2757	0.937805	
2.0833	2.2757	0.915833	
2.08332	2.27539	0.891266	
2.08333	2.27631	0.86441	
2.08335	2.2757	0.856323	
2.08337	2.276	0.862579	
2.08338	2.2757	0.852814	
2.0834	2.27539	0.858765	
2.08342	2.2757	0.869598	
2.08343	2.276	0.83313	
2.08345	2.276	0.78125	
2.08347	2.276	0.772247	
2.08348	2.27631	0.789642	
2.0835	2.2757	0.814819	
2.08352	2.2757	0.840149	
2.08353	2.27539	0.8461	
2.08355	2.27631	0.857086	
2.08357	2.27631	0.888824	
2.08358	2.2757	0.943604	
2.0836	2.2757	1.04431	
2.08362	2.276	1.20743	
2.08363	2.27509	1.22314	
2.08365	2.27539	1.07559	
2.08367	2.27539	1.01166	
2.08368	2.276	1.10275	
2.0837	2.27631	1.20163	
2.08372	2.276	1.35208	
2.08373	2.27509	1.50909	
2.08375	2.27509	1.54617	
2.08377	2.27539	1.60065	
2.08378	2.27539	1.71844	
2.0838	2.24548	1.83044	
2.08382	2.229	1.90842	
2.08383	2.21588	1.90948	
2.08385	2.20245	1.84143	
2.08387	2.18872	1.72211	
2.08388	2.17499	1.57516	
2.0839	2.16187	1.41312	
2.08392	2.14935	1.25015	
2.08393	2.13745	1.1235	
2.08395	2.12433	1.04034	
2.08397	2.11365	1.00769	
2.08398	2.10266	1.03577	
2.084	2.09076	1.08597	
2.08402	2.08099	1.13922	
2.08403	2.07062	1.15845	
2.08405	2.05872	1.17523	
2.08407	2.04865	1.21872	
2.08408	2.04071	1.18195	
2.0841	2.03186	1.0553	
2.08412	2.02209	0.94635	
2.08413	2.01447	0.943451	
2.08415	2.00684	1.02325	
2.08417	1.99677	1.12396	
2.08418	1.99188	1.19339	
2.0842	1.98425	1.2001	
2.08422	1.97784	1.16791	
2.08423	1.97205	1.12366	
2.08425	1.96442	1.09207	
2.08427	1.95862	1.11923	
2.08428	1.95465	1.16501	
2.0843	1.94885	1.16821	
2.08432	1.94336	1.09024	
2.08433	1.93878	0.956879	
2.08435	1.93604	0.849915	
2.08437	1.93207	0.785217	
2.08438	1.92993	0.732727	
2.0844	1.92719	0.673065	
2.08442	1.92596	0.613556	
2.08443	1.92413	0.559082	
2.08445	1.92413	0.510406	
2.08447	1.92352	0.438232	
2.08448	1.92383	0.369415	
2.0845	1.92535	0.316162	
2.08452	1.92627	0.26825	
2.08453	1.92749	0.220032	
2.08455	1.93054	0.183411	
2.08457	1.93237	0.160828	
2.08458	1.93695	0.132599	
2.0846	1.94031	0.0961304	
2.08462	1.94489	0.0650024	
2.08463	1.94824	0.0476074	
2.08465	1.95282	0.039978	
2.08467	1.95984	0.0215149	
2.08468	1.96472	0.00244141	
2.0847	1.9696	-0.0169373	
2.08472	1.97632	-0.0337219	
2.08473	1.98242	-0.0509644	
2.08475	1.98914	-0.0735474	
2.08477	1.99799	-0.0956726	
2.08478	2.00592	-0.12085	
2.0848	2.01385	-0.143127	
2.08482	2.02271	-0.154724	
2.08483	2.03308	-0.14328	
2.08485	2.04224	-0.157318	
2.08487	2.05109	-0.187836	
2.08488	2.06146	-0.214691	
2.0849	2.07214	-0.229797	
2.08492	2.08221	-0.24292	
2.08493	2.09534	-0.258636	
2.08495	2.10571	-0.266876	
2.08497	2.117	-0.276337	
2.08498	2.12738	-0.280609	
2.085	2.13959	-0.283508	
2.08502	2.15179	-0.292664	
2.08503	2.16492	-0.303802	
2.08505	2.17682	-0.296783	
2.08507	2.18964	-0.269318	
2.08508	2.20093	-0.26001	
2.0851	2.21375	-0.270844	
2.08512	2.22778	-0.286102	
2.08513	2.23846	-0.295715	
2.08515	2.24976	-0.290375	
2.08517	2.26288	-0.295105	
2.08518	2.27417	-0.32486	
2.0852	2.27478	-0.38208	
2.08522	2.27478	-0.442657	
2.08523	2.27478	-0.48584	
2.08525	2.27417	-0.505829	
2.08527	2.27417	-0.510406	
2.08528	2.27448	-0.516663	
2.0853	2.27417	-0.524139	
2.08532	2.27417	-0.52597	
2.08533	2.27417	-0.519562	
2.08535	2.27417	-0.501251	
2.08537	2.27417	-0.473328	
2.08538	2.27386	-0.442505	
2.0854	2.27386	-0.416412	
2.08542	2.27386	-0.393677	
2.08543	2.27386	-0.363617	
2.08545	2.27386	-0.316772	
2.08547	2.27356	-0.268707	
2.08548	2.27356	-0.231781	
2.0855	2.27356	-0.192261	
2.08552	2.27325	-0.167999	
2.08553	2.27417	-0.154114	
2.08555	2.27478	-0.132446	
2.08557	2.27356	-0.0993347	
2.08558	2.27448	-0.0631714	
2.0856	2.27325	-0.0195313	
2.08562	2.27356	0.0218201	
2.08563	2.27325	0.0569153	
2.08565	2.27325	0.0930786	
2.08567	2.27386	0.131378	
2.08568	2.27386	0.164642	
2.0857	2.27356	0.179901	
2.08572	2.27325	0.18692	
2.08573	2.27325	0.196838	
2.08575	2.27356	0.215607	
2.08577	2.27386	0.231323	
2.08578	2.27356	0.238037	
2.0858	2.27386	0.242157	
2.08582	2.27386	0.233154	
2.08583	2.27417	0.222931	
2.08585	2.27356	0.22049	
2.08587	2.27325	0.216064	
2.08588	2.27295	0.212097	
2.0859	2.27356	0.203247	
2.08592	2.27325	0.195465	
2.08593	2.27325	0.183563	
2.08595	2.27356	0.170288	
2.08597	2.27386	0.143738	
2.08598	2.27325	0.120697	
2.086	2.27356	0.107422	
