recording_2_ecgppg_biopac_noisy.acq
Graph Created on: 2025-05-22 11:33:37.664
Recording on: 2025-05-22 11:54:40.285
1 msec/sample
2 channels
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
milliSec	CH1	CH13	
	311320 samples	311320 samples	
450	-0.606384	-0.00167847	
451	-0.610352	-0.00366211	
452	-0.611877	0.000305176	
453	-0.617676	0.00549316	
454	-0.619202	0.0131226	
455	-0.622253	0.0262451	
456	-0.625916	0.0384521	
457	-0.629578	0.0500488	
458	-0.632629	0.0543213	
459	-0.635986	0.0538635	
460	-0.636902	0.0534058	
461	-0.640564	0.0527954	
462	-0.644836	0.0512695	
463	-0.646362	0.0508118	
464	-0.646973	0.0480652	
465	-0.651245	0.0442505	
466	-0.655212	0.0410461	
467	-0.656128	0.0340271	
468	-0.65979	0.0233459	
469	-0.661621	0.0125122	
470	-0.665894	0.00488281	
471	-0.66864	0.00259399	
472	-0.671082	0.00579834	
473	-0.674133	0.0157166	
474	-0.678406	0.0276184	
475	-0.680237	0.0392151	
476	-0.679932	0.0486755	
477	-0.681458	0.0566101	
478	-0.685425	0.0610352	
479	-0.68512	0.0636292	
480	-0.688782	0.0656128	
481	-0.690002	0.0680542	
482	-0.693359	0.0692749	
483	-0.695496	0.0688171	
484	-0.700378	0.0669861	
485	-0.704041	0.067749	
486	-0.704651	0.0634766	
487	-0.705566	0.0561523	
488	-0.709534	0.0437927	
489	-0.710449	0.0305176	
490	-0.714417	0.0236511	
491	-0.715332	0.022583	
492	-0.71991	0.0273132	
493	-0.724792	0.0378418	
494	-0.724792	0.0524902	
495	-0.727539	0.0688171	
496	-0.72876	0.0830078	
497	-0.733643	0.0923157	
498	-0.737305	0.0994873	
499	-0.739441	0.102997	
500	-0.743408	0.103607	
501	-0.74707	0.10498	
502	-0.749512	0.104523	
503	-0.753479	0.102234	
504	-0.758362	0.0997925	
505	-0.76355	0.0979614	
506	-0.766907	0.0956726	
507	-0.769348	0.0924683	
508	-0.773621	0.0834656	
509	-0.778198	0.0717163	
510	-0.781555	0.0662231	
511	-0.783691	0.0636292	
512	-0.787354	0.0630188	
513	-0.789185	0.0686646	
514	-0.793457	0.0790405	
515	-0.797729	0.0946045	
516	-0.79834	0.109711	
517	-0.802307	0.121307	
518	-0.802917	0.125275	
519	-0.80658	0.12619	
520	-0.810852	0.122986	
521	-0.81543	0.117645	
522	-0.817261	0.114746	
523	-0.817871	0.114899	
524	-0.822144	0.112152	
525	-0.825195	0.109253	
526	-0.827637	0.10376	
527	-0.830078	0.101929	
528	-0.832825	0.0956726	
529	-0.836487	0.0880432	
530	-0.839844	0.0788879	
531	-0.841675	0.0750732	
532	-0.84259	0.0733948	
533	-0.847168	0.078125	
534	-0.85022	0.0901794	
535	-0.849304	0.104675	
536	-0.855408	0.119781	
