Local: ,2025-05-22 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1747864800000.0
Timestamp,Seq No.,ECG data
1747907046937.344,55,55845
1747907046938.344,56,56014
1747907046939.344,56,56190
1747907046940.344,56,56368
1747907046941.344,56,56550
1747907046942.344,56,56737
1747907046943.3442,56,56952
1747907046944.344,56,57174
1747907046945.344,56,57396
1747907046946.344,56,57600
1747907046947.344,56,57792
1747907046948.344,56,57978
1747907046949.344,57,58152
1747907046950.344,57,58314
1747907046951.219,57,58456
1747907046952.219,57,58575
1747907046953.219,57,58690
1747907046954.219,57,58810
1747907046955.219,57,58942
1747907046956.219,57,59061
1747907046957.219,57,59182
1747907046958.219,57,59289
1747907046959.219,57,59388
1747907046960.219,58,59485
1747907046961.219,58,59566
1747907046962.219,58,59637
1747907046963.219,58,59683
1747907046964.219,58,59741
1747907046965.219,58,59773
1747907046966.219,58,59804
1747907046967.156,58,59821
1747907046968.156,58,59845
1747907046969.156,58,59856
1747907046970.156,58,59876
1747907046971.1558,59,59887
1747907046972.156,59,59899
1747907046973.156,59,59901
1747907046974.156,59,59918
1747907046975.156,59,59925
1747907046976.156,59,59936
1747907046977.156,59,59941
1747907046978.156,59,59958
1747907046979.156,59,59958
1747907046980.156,59,59969
1747907046981.156,59,59984
1747907046982.156,60,59981
1747907046983.0,60,59977
1747907046984.0,60,59979
1747907046985.0,60,59983
1747907046986.0,60,59991
1747907046987.0,60,59996
1747907046988.0,60,59987
1747907046989.0,60,59990
1747907046990.0,60,59980
1747907046991.0,60,59987
1747907046992.0,60,59988
1747907046993.0,61,59996
1747907046994.0,61,59984
1747907046995.0,61,59996
1747907046996.0,61,59980
1747907046997.0,61,59979
1747907046998.0,61,59986
1747907046998.875,61,59982
1747907046999.875,61,59989
1747907047000.875,61,59998
1747907047001.875,61,59974
1747907047002.875,61,59985
1747907047003.875,62,59997
1747907047004.875,62,59985
1747907047005.875,62,59992
1747907047006.875,62,60000
1747907047007.875,62,59998
1747907047008.875,62,59985
1747907047009.875,62,59982
1747907047010.875,62,59984
1747907047011.875,62,59980
1747907047012.875,62,60003
1747907047013.875,62,59989
1747907047014.781,63,59989
1747907047015.781,63,59977
1747907047016.781,63,59975
1747907047017.781,63,59977
1747907047018.781,63,59994
1747907047019.781,63,59975
1747907047020.781,63,59985
1747907047021.781,63,59987
1747907047022.781,63,59985
1747907047023.781,63,59994
1747907047024.781,63,59979
1747907047025.781,64,59972
1747907047026.781,64,59976
